,price,brand,year,title_status,mileage,color,state,country,condition
611,27302,ford,2019,clean vehicle,18969.0,black,michigan, usa,2 days left
612,27202,ford,2019,clean vehicle,24730.0,gray,michigan, usa,1 minutes
613,26311,ford,2019,clean vehicle,15847.0,red,michigan, usa,21 hours left
614,26602,ford,2019,clean vehicle,25009.0,white,michigan, usa,1 minutes
615,33500,bmw,2017,clean vehicle,22115.0,blue,wisconsin, usa,21 hours left
616,27511,ford,2019,clean vehicle,11836.0,white,michigan, usa,21 hours left
617,21500,buick,2017,clean vehicle,23765.0,red,wisconsin, usa,2 days left
618,27200,ford,2019,clean vehicle,25508.0,silver,michigan, usa,20 hours left
619,26511,ford,2019,clean vehicle,18196.0,red,michigan, usa,21 hours left
620,24002,ford,2019,clean vehicle,16106.0,gray,michigan, usa,2 days left
621,21500,buick,2017,clean vehicle,14907.0,silver,wisconsin, usa,2 days left
622,18511,ford,2019,clean vehicle,12735.0,gray,michigan, usa,20 hours left
623,14000,kia,2017,clean vehicle,53424.0,black,connecticut, usa,5 hours left
624,29000,buick,2017,clean vehicle,17940.0,green,illinois, usa,21 hours left
625,23402,ford,2019,clean vehicle,17417.0,gray,michigan, usa,2 days left
626,13300,kia,2017,clean vehicle,37125.0,no_color,connecticut, usa,5 hours left
627,19700,bmw,2017,clean vehicle,61428.0,black,wisconsin, usa,2 days left
628,23211,ford,2019,clean vehicle,17025.0,black,michigan, usa,21 hours left
629,15500,kia,2017,clean vehicle,37668.0,red,connecticut, usa,5 hours left
630,18111,ford,2019,clean vehicle,15805.0,black,michigan, usa,20 hours left
631,21500,kia,2017,clean vehicle,43761.0,gray,connecticut, usa,5 hours left
632,25511,ford,2019,clean vehicle,11342.0,gray,michigan, usa,19 hours left
633,17700,chevrolet,2017,clean vehicle,35664.0,blue,wisconsin, usa,21 hours left
634,28000,chevrolet,2017,clean vehicle,12780.0,white,illinois, usa,21 hours left
635,14000,chevrolet,2017,clean vehicle,38458.0,blue,wisconsin, usa,21 hours left
636,21700,chevrolet,2017,clean vehicle,34420.0,silver,wisconsin, usa,21 hours left
637,13500,chevrolet,2017,clean vehicle,46497.0,white,wisconsin, usa,21 hours left
638,35500,chevrolet,2017,clean vehicle,21268.0,no_color,wisconsin, usa,21 hours left
639,29500,chevrolet,2017,clean vehicle,31029.0,red,wisconsin, usa,21 hours left
640,25300,chevrolet,2017,clean vehicle,40878.0,no_color,wisconsin, usa,21 hours left
641,21500,chevrolet,2016,clean vehicle,20270.0,silver,new jersey, usa,3 days left
642,25900,chevrolet,2016,clean vehicle,32984.0,blue,wisconsin, usa,21 hours left
643,35300,chevrolet,2016,clean vehicle,75506.0,black,wisconsin, usa,21 hours left
644,13500,chevrolet,2016,clean vehicle,39951.0,red,wisconsin, usa,21 hours left
645,62000,chevrolet,2016,clean vehicle,19403.0,white,illinois, usa,21 hours left
646,46000,chevrolet,2016,clean vehicle,4445.0,black,illinois, usa,2 days left
647,9000,chevrolet,2016,clean vehicle,67527.0,gray,wisconsin, usa,21 hours left
648,25900,chevrolet,2016,clean vehicle,33588.0,white,wisconsin, usa,21 hours left
649,25800,chevrolet,2016,clean vehicle,10103.0,no_color,wisconsin, usa,21 hours left
650,17000,chevrolet,2016,clean vehicle,26474.0,gray,wisconsin, usa,21 hours left
651,12800,chevrolet,2016,clean vehicle,40253.0,white,wisconsin, usa,21 hours left
652,47400,chevrolet,2016,clean vehicle,39624.0,red,wisconsin, usa,21 hours left
653,24400,chevrolet,2016,clean vehicle,48705.0,gray,wisconsin, usa,21 hours left
654,17100,chevrolet,2016,clean vehicle,19659.0,white,wisconsin, usa,2 days left
655,7400,chevrolet,2015,clean vehicle,91299.0,no_color,wisconsin, usa,21 hours left
656,33100,chevrolet,2015,clean vehicle,81614.0,gold,wisconsin, usa,2 days left
657,22000,chevrolet,2020,clean vehicle,179.0,gray,california, usa,21 hours left
658,35000,chevrolet,2019,clean vehicle,5523.0,no_color,california, usa,2 days left
659,16500,chevrolet,2019,clean vehicle,29841.0,silver,california, usa,21 hours left
660,35300,chevrolet,2019,clean vehicle,8516.0,silver,california, usa,21 hours left
661,26900,chevrolet,2018,clean vehicle,42941.0,black,missouri, usa,19 hours left
662,11600,chevrolet,2017,clean vehicle,27498.0,black,california, usa,21 hours left
663,28100,chevrolet,2017,clean vehicle,31141.0,silver,california, usa,21 hours left
664,27700,chevrolet,2017,clean vehicle,20784.0,white,california, usa,21 hours left
665,17700,chevrolet,2017,clean vehicle,52667.0,white,california, usa,21 hours left
666,16600,chevrolet,2017,clean vehicle,26003.0,no_color,california, usa,21 hours left
667,63200,chevrolet,2016,clean vehicle,4266.0,red,california, usa,2 days left
668,36800,chevrolet,2015,clean vehicle,32332.0,white,california, usa,21 hours left
669,19500,chevrolet,2018,clean vehicle,44333.0,white,texas, usa,1 days left
670,38800,chevrolet,2019,clean vehicle,36198.0,blue,oklahoma, usa,21 hours left
671,37500,chevrolet,2019,clean vehicle,33331.0,silver,oklahoma, usa,21 hours left
672,35000,chevrolet,2019,clean vehicle,43082.0,gray,oklahoma, usa,21 hours left
673,31100,chevrolet,2019,clean vehicle,24561.0,gray,oklahoma, usa,21 hours left
674,22600,chevrolet,2019,clean vehicle,13485.0,white,oklahoma, usa,21 hours left
675,22400,chevrolet,2019,clean vehicle,15524.0,white,oklahoma, usa,21 hours left
676,22700,chevrolet,2019,clean vehicle,8996.0,white,oklahoma, usa,21 hours left
677,13700,chevrolet,2019,clean vehicle,47282.0,silver,oklahoma, usa,21 hours left
678,37100,chevrolet,2019,clean vehicle,34470.0,black,oklahoma, usa,21 hours left
679,18500,chevrolet,2018,clean vehicle,87264.0,green,oregon, usa,34 minutes
680,18300,chevrolet,2017,clean vehicle,114344.0,white,oregon, usa,34 minutes
681,19000,chevrolet,2017,clean vehicle,111635.0,white,oregon, usa,34 minutes
682,18500,chevrolet,2017,clean vehicle,103955.0,white,oregon, usa,34 minutes
683,22500,chevrolet,2016,clean vehicle,66640.0,white,oregon, usa,34 minutes
684,14500,chevrolet,2014,clean vehicle,122018.0,white,oregon, usa,34 minutes
685,32800,chevrolet,2018,clean vehicle,46915.0,gray,oklahoma, usa,21 hours left
686,12300,chevrolet,2018,clean vehicle,53599.0,black,oklahoma, usa,21 hours left
687,19600,chevrolet,2018,clean vehicle,41672.0,gray,oklahoma, usa,21 hours left
688,13600,chevrolet,2018,clean vehicle,36047.0,white,oklahoma, usa,21 hours left
689,7200,chevrolet,2018,clean vehicle,42561.0,red,oklahoma, usa,21 hours left
690,19900,chevrolet,2018,clean vehicle,40345.0,white,oklahoma, usa,21 hours left
691,13000,chevrolet,2018,clean vehicle,41751.0,gray,oklahoma, usa,21 hours left
692,19700,chevrolet,2016,clean vehicle,27593.0,white,oklahoma, usa,21 hours left
693,9400,chevrolet,2017,clean vehicle,24009.0,blue,oklahoma, usa,21 hours left
694,23800,chevrolet,2017,clean vehicle,85697.0,white,oklahoma, usa,21 hours left
695,17700,chevrolet,2019,clean vehicle,25223.0,white,new york, usa,18 hours left
696,17000,chevrolet,2015,clean vehicle,27927.0,white,oklahoma, usa,21 hours left
697,14000,chevrolet,2014,clean vehicle,135127.0,red,florida, usa,2 days left
698,32100,chevrolet,2018,clean vehicle,55532.0,white,pennsylvania, usa,21 hours left
699,33100,chevrolet,2019,clean vehicle,72172.0,white,pennsylvania, usa,21 hours left
700,31600,chevrolet,2018,clean vehicle,57751.0,white,pennsylvania, usa,21 hours left
701,5100,chevrolet,2013,clean vehicle,96314.0,gray,pennsylvania, usa,21 hours left
702,4100,chevrolet,2013,clean vehicle,89152.0,blue,pennsylvania, usa,21 hours left
703,7200,chevrolet,2014,clean vehicle,114660.0,silver,texas, usa,6 hours left
704,12800,chevrolet,2014,clean vehicle,177322.0,white,texas, usa,7 hours left
705,46800,chevrolet,2019,clean vehicle,36423.0,gray,nebraska, usa,21 hours left
706,21800,chevrolet,2019,clean vehicle,23759.0,white,missouri, usa,21 hours left
707,3000,chevrolet,2013,clean vehicle,120667.0,gray,texas, usa,9 days left
708,22500,chevrolet,2017,clean vehicle,65344.0,red,indiana, usa,2 days left
709,35300,chevrolet,2018,clean vehicle,51347.0,black,missouri, usa,21 hours left
710,16500,chevrolet,2017,clean vehicle,52322.0,black,oklahoma, usa,21 hours left
711,33000,chevrolet,2017,clean vehicle,67620.0,black,missouri, usa,2 days left
712,31500,chevrolet,2017,clean vehicle,59965.0,black,missouri, usa,2 days left
713,34500,chevrolet,2017,clean vehicle,28739.0,silver,missouri, usa,2 days left
714,8000,chevrolet,2016,clean vehicle,77429.0,silver,west virginia, usa,2 days left
715,25000,chevrolet,2017,clean vehicle,20847.0,white,west virginia, usa,21 hours left
716,10700,chevrolet,2016,clean vehicle,44280.0,red,west virginia, usa,2 days left
717,13400,chevrolet,2016,clean vehicle,86031.0,silver,west virginia, usa,2 days left
718,16500,chevrolet,2019,clean vehicle,7622.0,gold,west virginia, usa,2 days left
719,34000,chevrolet,2019,clean vehicle,8067.0,white,west virginia, usa,2 days left
720,14100,chevrolet,2018,clean vehicle,16502.0,white,west virginia, usa,2 days left
721,38600,chevrolet,2019,clean vehicle,20681.0,black,west virginia, usa,2 days left
722,9100,chevrolet,2016,clean vehicle,54655.0,blue,missouri, usa,21 hours left
723,8600,chevrolet,2016,clean vehicle,57825.0,blue,missouri, usa,21 hours left
724,22000,chevrolet,2016,clean vehicle,58856.0,white,oklahoma, usa,21 hours left
725,8900,chevrolet,2015,clean vehicle,85072.0,white,west virginia, usa,2 days left
726,15500,chevrolet,2015,clean vehicle,79506.0,red,west virginia, usa,2 days left
727,3300,chevrolet,2015,clean vehicle,85301.0,silver,west virginia, usa,2 days left
728,29000,chevrolet,2015,clean vehicle,69377.0,brown,missouri, usa,2 days left
729,17300,chevrolet,2020,clean vehicle,15577.0,black,nevada, usa,2 days left
730,30500,chevrolet,2020,clean vehicle,23470.0,silver,nevada, usa,2 days left
731,25000,chevrolet,2020,clean vehicle,18715.0,silver,nevada, usa,6 hours left
732,2800,chevrolet,2012,clean vehicle,61258.0,white,illinois, usa,21 hours left
733,3300,chevrolet,2012,clean vehicle,131791.0,no_color,illinois, usa,21 hours left
734,36400,chevrolet,2019,clean vehicle,35705.0,silver,nevada, usa,2 days left
735,34800,chevrolet,2019,clean vehicle,48982.0,silver,nevada, usa,2 days left
736,20700,chevrolet,2019,clean vehicle,33745.0,white,nevada, usa,2 days left
737,32200,chevrolet,2019,clean vehicle,42267.0,silver,nevada, usa,2 days left
738,35300,chevrolet,2019,clean vehicle,46863.0,black,nevada, usa,2 days left
739,33500,chevrolet,2019,clean vehicle,36443.0,white,nevada, usa,2 days left
740,13700,chevrolet,2019,clean vehicle,14939.0,blue,nevada, usa,9 minutes
741,15900,chevrolet,2019,clean vehicle,22026.0,black,nevada, usa,1 hours left
742,33200,chevrolet,2019,clean vehicle,38278.0,black,nevada, usa,2 days left
743,35500,chevrolet,2019,clean vehicle,46149.0,silver,nevada, usa,2 days left
744,29800,chevrolet,2018,clean vehicle,48427.0,silver,nevada, usa,2 days left
745,29800,chevrolet,2018,clean vehicle,48807.0,gray,nevada, usa,2 days left
746,29500,chevrolet,2018,clean vehicle,52618.0,silver,nevada, usa,2 days left
747,30300,chevrolet,2018,clean vehicle,46494.0,white,nevada, usa,2 days left
748,24300,chevrolet,2018,clean vehicle,56296.0,black,new york, usa,18 hours left
749,29800,chevrolet,2017,clean vehicle,33909.0,silver,nevada, usa,2 days left
750,29800,chevrolet,2017,clean vehicle,33028.0,white,nevada, usa,2 days left
751,27500,chevrolet,2016,clean vehicle,44653.0,white,nevada, usa,Listing Expired
752,10800,chevrolet,2017,clean vehicle,80516.0,gray,new jersey, usa,18 hours left
753,11500,chevrolet,2017,clean vehicle,105151.0,white,new jersey, usa,18 hours left
754,10400,chevrolet,2017,clean vehicle,78368.0,white,new jersey, usa,18 hours left
755,11400,chevrolet,2018,clean vehicle,78956.0,white,florida, usa,Listing Expired
756,11400,chevrolet,2018,clean vehicle,88564.0,white,florida, usa,Listing Expired
757,8000,chevrolet,2015,clean vehicle,78800.0,white,nevada, usa,Listing Expired
758,3000,chevrolet,2012,clean vehicle,111856.0,white,california, usa,5 hours left
759,25000,chevrolet,2015,clean vehicle,80946.0,black,nevada, usa,Listing Expired
760,12300,chevrolet,2017,clean vehicle,83168.0,gray,new york, usa,18 hours left
761,14100,chevrolet,2017,clean vehicle,58606.0,white,new york, usa,18 hours left
762,9000,chevrolet,2014,clean vehicle,82020.0,white,nevada, usa,9 minutes
763,4200,chevrolet,2014,clean vehicle,102500.0,black,nevada, usa,2 days left
764,22500,chevrolet,2019,clean vehicle,8150.0,white,texas, usa,2 days left
765,22600,chevrolet,2019,clean vehicle,6159.0,white,texas, usa,2 days left
766,22600,chevrolet,2019,clean vehicle,5938.0,white,texas, usa,2 days left
767,22500,chevrolet,2019,clean vehicle,9019.0,white,texas, usa,2 days left
768,10200,chevrolet,2018,clean vehicle,45836.0,white,texas, usa,2 days left
769,42700,chevrolet,2016,clean vehicle,60215.0,white,texas, usa,2 days left
770,21200,chevrolet,2015,clean vehicle,125507.0,white,texas, usa,2 days left
771,22700,chevrolet,2016,clean vehicle,90944.0,white,texas, usa,2 days left
772,22000,chevrolet,2015,clean vehicle,82785.0,gray,texas, usa,2 days left
773,9600,chevrolet,2014,clean vehicle,150525.0,white,texas, usa,2 days left
774,10500,chevrolet,2013,clean vehicle,112267.0,silver,texas, usa,2 days left
775,6700,chevrolet,2013,clean vehicle,139394.0,white,texas, usa,2 days left
776,14200,chevrolet,2013,clean vehicle,82543.0,black,texas, usa,2 days left
777,15500,chevrolet,2019,clean vehicle,13532.0,white,florida, usa,6 hours left
778,35100,chevrolet,2018,clean vehicle,14751.0,blue,kansas, usa,2 days left
779,26300,chevrolet,2018,clean vehicle,11150.0,gray,kansas, usa,2 days left
780,15700,chevrolet,2016,clean vehicle,91248.0,white,new jersey, usa,18 hours left
781,17600,chevrolet,2016,clean vehicle,65336.0,white,new jersey, usa,18 hours left
782,18600,chevrolet,2016,clean vehicle,48974.0,white,new jersey, usa,18 hours left
783,19100,chevrolet,2016,clean vehicle,40011.0,white,new jersey, usa,18 hours left
784,15200,chevrolet,2019,clean vehicle,37444.0,black,north carolina, usa,2 days left
785,16100,chevrolet,2019,clean vehicle,43199.0,white,north carolina, usa,2 days left
786,14800,chevrolet,2019,clean vehicle,43589.0,charcoal,north carolina, usa,2 days left
787,16700,chevrolet,2019,clean vehicle,32870.0,charcoal,north carolina, usa,2 days left
788,15300,chevrolet,2019,clean vehicle,38826.0,charcoal,north carolina, usa,2 days left
789,16500,chevrolet,2019,clean vehicle,33739.0,charcoal,north carolina, usa,2 days left
790,19600,chevrolet,2019,clean vehicle,35309.0,white,north carolina, usa,2 days left
791,15200,chevrolet,2019,clean vehicle,32248.0,red,north carolina, usa,2 days left
792,15000,chevrolet,2019,clean vehicle,36165.0,silver,north carolina, usa,2 days left
793,15500,chevrolet,2019,clean vehicle,29922.0,charcoal,north carolina, usa,2 days left
794,15700,chevrolet,2019,clean vehicle,26848.0,silver,north carolina, usa,2 days left
795,14800,chevrolet,2019,clean vehicle,41163.0,charcoal,north carolina, usa,2 days left
796,9200,chevrolet,2017,clean vehicle,32856.0,red,north carolina, usa,2 days left
797,8200,chevrolet,2017,clean vehicle,100315.0,black,north carolina, usa,2 days left
798,11400,chevrolet,2013,clean vehicle,91638.0,silver,new jersey, usa,18 hours left
799,6500,chevrolet,2015,clean vehicle,83173.0,white,north carolina, usa,2 days left
800,11500,chevrolet,2014,clean vehicle,94356.0,gray,north carolina, usa,2 days left
801,23800,chevrolet,2015,clean vehicle,85792.0,black,florida, usa,2 hours left
802,8900,chevrolet,2014,clean vehicle,129068.0,white,florida, usa,1 hours left
803,28300,chevrolet,2019,clean vehicle,27665.0,red,indiana, usa,2 days left
804,27300,chevrolet,2019,clean vehicle,25427.0,black,indiana, usa,2 days left
805,3500,chevrolet,2013,clean vehicle,78198.0,gray,new jersey, usa,7 days left
806,28300,chevrolet,2020,clean vehicle,13886.0,silver,indiana, usa,2 days left
807,18300,chevrolet,2019,clean vehicle,34538.0,silver,indiana, usa,2 days left
808,22500,dodge,2018,clean vehicle,20575.0,silver,wisconsin, usa,2 days left
809,22500,dodge,2018,clean vehicle,26026.0,gray,wisconsin, usa,4 days left
810,8300,dodge,2012,clean vehicle,99015.0,gray,wisconsin, usa,1 days left
811,16500,dodge,2019,clean vehicle,27327.0,gray,nebraska, usa,5 hours left
812,14500,dodge,2019,clean vehicle,30229.0,silver,nebraska, usa,5 hours left
813,30000,dodge,2019,clean vehicle,43294.0,white,ontario, canada,10 days left
814,30000,dodge,2019,clean vehicle,54309.0,orange,ontario, canada,10 days left
815,30000,dodge,2019,clean vehicle,52822.0,white,ontario, canada,10 days left
816,30000,dodge,2019,clean vehicle,45554.0,white,ontario, canada,10 days left
817,30000,dodge,2019,clean vehicle,37538.0,white,ontario, canada,10 days left
818,29500,dodge,2019,clean vehicle,35153.0,red,ontario, canada,10 days left
819,21600,dodge,2019,clean vehicle,23783.0,white,washington, usa,2 days left
820,22600,dodge,2019,clean vehicle,30759.0,black,washington, usa,2 days left
821,16300,dodge,2019,clean vehicle,38922.0,gray,washington, usa,2 days left
822,8600,dodge,2012,clean vehicle,165836.0,blue,washington, usa,2 days left
823,28800,dodge,2019,clean vehicle,19235.0,no_color,texas, usa,21 hours left
824,22100,dodge,2019,clean vehicle,9445.0,gray,texas, usa,21 hours left
825,14300,dodge,2018,clean vehicle,19164.0,gray,north carolina, usa,21 hours left
826,13700,dodge,2018,clean vehicle,54106.0,white,north carolina, usa,21 hours left
827,29500,dodge,2017,clean vehicle,32051.0,no_color,arizona, usa,21 hours left
828,18500,dodge,2017,clean vehicle,14870.0,gray,texas, usa,21 hours left
829,19000,dodge,2016,clean vehicle,32294.0,blue,colorado, usa,21 hours left
830,43400,dodge,2015,clean vehicle,7250.0,white,arizona, usa,2 days left
831,46000,dodge,2015,clean vehicle,10145.0,no_color,arizona, usa,21 hours left
832,12500,dodge,2018,clean vehicle,59924.0,silver,texas, usa,2 days left
833,13900,dodge,2017,clean vehicle,21304.0,black,florida, usa,1 days left
834,13000,dodge,2018,clean vehicle,52079.0,white,california, usa,1 days left
835,13000,dodge,2018,clean vehicle,54960.0,white,california, usa,1 days left
836,3000,dodge,2013,clean vehicle,80099.0,white,texas, usa,19 hours left
837,17500,dodge,2019,clean vehicle,23987.0,black,florida, usa,2 days left
838,7900,dodge,2017,clean vehicle,84144.0,gray,california, usa,2 days left
839,8900,dodge,2014,clean vehicle,85639.0,blue,florida, usa,1 days left
840,11500,dodge,2018,clean vehicle,50193.0,no_color,pennsylvania, usa,21 hours left
841,6500,dodge,2017,clean vehicle,74392.0,black,pennsylvania, usa,21 hours left
842,8000,dodge,2017,clean vehicle,76117.0,black,pennsylvania, usa,21 hours left
843,18700,dodge,2018,clean vehicle,36358.0,gray,new jersey, usa,Listing Expired
844,8350,dodge,2017,clean vehicle,90685.0,white,florida, usa,13 days left
845,27900,dodge,2017,clean vehicle,54141.0,orange,florida, usa,2 days left
846,14500,dodge,2016,clean vehicle,82240.0,white,pennsylvania, usa,21 hours left
847,6200,dodge,2016,clean vehicle,66167.0,silver,pennsylvania, usa,2 days left
848,7500,dodge,2012,clean vehicle,144220.0,gray,pennsylvania, usa,21 hours left
849,20200,dodge,2019,clean vehicle,24722.0,black,illinois, usa,20 hours left
850,29300,dodge,2019,clean vehicle,41198.0,silver,illinois, usa,20 hours left
851,31000,dodge,2019,clean vehicle,26353.0,black,illinois, usa,24 hours left
852,32400,dodge,2019,clean vehicle,28280.0,white,illinois, usa,1 days left
853,5800,dodge,2012,clean vehicle,130120.0,white,minnesota, usa,5 hours left
854,21500,dodge,2019,clean vehicle,15340.0,black,texas, usa,19 hours left
855,23100,dodge,2018,clean vehicle,12265.0,silver,michigan, usa,21 hours left
856,4500,dodge,2014,clean vehicle,94872.0,gray,texas, usa,19 hours left
857,24800,dodge,2018,clean vehicle,17946.0,silver,michigan, usa,21 hours left
858,23000,dodge,2018,clean vehicle,26996.0,gray,michigan, usa,21 hours left
859,26900,dodge,2019,clean vehicle,5775.0,gray,wisconsin, usa,21 hours left
860,21500,dodge,2018,clean vehicle,6748.0,gray,wisconsin, usa,2 days left
861,15700,dodge,2018,clean vehicle,38128.0,white,wisconsin, usa,21 hours left
862,15200,dodge,2018,clean vehicle,41636.0,silver,wisconsin, usa,21 hours left
863,23300,dodge,2018,clean vehicle,5359.0,blue,wisconsin, usa,2 days left
864,6100,dodge,2015,clean vehicle,70296.0,white,minnesota, usa,6 days left
865,20000,dodge,2017,clean vehicle,11346.0,green,wisconsin, usa,21 hours left
866,53000,dodge,2017,clean vehicle,7415.0,no_color,illinois, usa,21 hours left
867,3000,dodge,2013,clean vehicle,107593.0,orange,minnesota, usa,6 days left
868,18200,dodge,2016,clean vehicle,50639.0,black,new jersey, usa,7 hours left
869,21800,dodge,2019,clean vehicle,6530.0,gray,arizona, usa,2 days left
870,52000,dodge,2016,clean vehicle,17432.0,blue,illinois, usa,2 days left
871,19000,dodge,2019,clean vehicle,19636.0,black,arizona, usa,2 days left
872,25000,dodge,2016,clean vehicle,41748.0,no_color,illinois, usa,2 days left
873,36000,dodge,2016,clean vehicle,13162.0,red,illinois, usa,2 days left
874,17000,dodge,2019,clean vehicle,32937.0,white,georgia, usa,8 days left
875,25300,dodge,2015,clean vehicle,23095.0,red,wisconsin, usa,21 hours left
876,14900,dodge,2017,clean vehicle,34432.0,gray,wisconsin, usa,22 hours left
877,15000,dodge,2017,clean vehicle,48162.0,no_color,wisconsin, usa,21 hours left
878,12995,dodge,2014,clean vehicle,68310.0,gray,massachusetts, usa,8 days left
879,17750,dodge,2014,clean vehicle,48000.0,black,massachusetts, usa,8 days left
880,10295,dodge,2014,clean vehicle,105962.0,black,pennsylvania, usa,8 days left
881,16995,dodge,2014,clean vehicle,96575.0,gray,connecticut, usa,8 days left
882,25000,dodge,2014,clean vehicle,13239.0,toreador red,new york, usa,8 days left
883,23995,dodge,2014,clean vehicle,24934.0,bright white clearcoat,rhode island, usa,8 days left
884,14900,dodge,2014,clean vehicle,46859.0,billet silver metallic clearcoat,new jersey, usa,8 days left
885,15810,dodge,2014,clean vehicle,44468.0,black clearcoat,new york, usa,8 days left
886,20227,dodge,2014,clean vehicle,62230.0,jazz blue pearlcoat,new york, usa,8 days left
887,20999,dodge,2014,clean vehicle,37082.0,silver,new york, usa,8 days left
888,22499,dodge,2014,clean vehicle,23964.0,bright white clearcoat,new jersey, usa,8 days left
889,23495,dodge,2014,clean vehicle,11204.0,black clearcoat,new york, usa,8 days left
890,25250,dodge,2014,clean vehicle,7608.0,billet silver metallic clearcoat,new york, usa,8 days left
891,15322,dodge,2014,clean vehicle,49982.0,billet silver metallic clearcoat,new jersey, usa,8 days left
892,21232,dodge,2019,clean vehicle,4950.0,gray,texas, usa,4 days left
893,5800,dodge,2013,clean vehicle,111628.0,white,wisconsin, usa,21 hours left
894,29000,dodge,2012,clean vehicle,15927.0,black,illinois, usa,21 hours left
895,17000,dodge,2018,clean vehicle,36299.0,gray,new jersey, usa,2 days left
896,13800,dodge,2018,clean vehicle,28469.0,red,florida, usa,23 hours left
897,30000,dodge,2019,clean vehicle,29086.0,gray,missouri, usa,8 days left
898,14800,dodge,2017,clean vehicle,35991.0,gray,florida, usa,23 hours left
899,8500,dodge,2017,clean vehicle,62224.0,black,missouri, usa,7 days left
900,9800,dodge,2013,clean vehicle,86500.0,white,missouri, usa,8 days left
901,4200,dodge,2014,clean vehicle,144725.0,gray,nevada, usa,22 hours left
902,2500,dodge,2013,salvage insurance,163260.0,red,tennessee, usa,15 hours left
903,28700,dodge,2018,clean vehicle,19636.0,blue,california, usa,21 hours left
904,18500,dodge,2018,clean vehicle,34272.0,gray,california, usa,2 days left
905,17300,dodge,2018,clean vehicle,42909.0,no_color,california, usa,2 days left
906,7100,dodge,2016,clean vehicle,55749.0,gray,louisiana, usa,8 days left
907,3250,dodge,2015,salvage insurance,89142.0,white,minnesota, usa,16 hours left
908,30700,dodge,2017,clean vehicle,20328.0,no_color,california, usa,21 hours left
909,3000,dodge,2012,clean vehicle,149332.0,gray,missouri, usa,9 days left
910,26500,dodge,2019,clean vehicle,28551.0,gray,california, usa,8 days left
911,20800,dodge,2019,clean vehicle,35098.0,gray,california, usa,8 days left
912,20800,dodge,2019,clean vehicle,35365.0,gray,california, usa,8 days left
913,5100,dodge,2015,clean vehicle,88398.0,white,california, usa,2 days left
914,18900,dodge,2019,clean vehicle,27957.0,black,california, usa,8 days left
915,24000,dodge,2019,clean vehicle,30161.0,silver,california, usa,8 days left
916,38800,dodge,2015,clean vehicle,26292.0,white,california, usa,2 days left
917,24500,dodge,2019,clean vehicle,25780.0,white,california, usa,8 days left
918,24500,dodge,2019,clean vehicle,25032.0,black,california, usa,8 days left
919,6500,dodge,2016,clean vehicle,72248.0,blue,new jersey, usa,2 days left
920,24000,dodge,2019,clean vehicle,30630.0,gray,california, usa,8 days left
921,18000,dodge,2014,clean vehicle,86125.0,no_color,california, usa,21 hours left
922,24000,dodge,2019,clean vehicle,30408.0,white,california, usa,8 days left
923,23500,dodge,2019,clean vehicle,35443.0,silver,california, usa,8 days left
924,4500,dodge,2014,clean vehicle,95377.0,white,california, usa,2 days left
925,25900,dodge,2019,clean vehicle,32724.0,silver,california, usa,8 days left
926,13900,dodge,2019,clean vehicle,45089.0,gray,california, usa,8 days left
927,14200,dodge,2019,clean vehicle,35948.0,silver,california, usa,8 days left
928,15400,dodge,2019,clean vehicle,41601.0,blue,california, usa,8 days left
929,17500,dodge,2019,clean vehicle,26370.0,gray,texas, usa,1 days left
930,17500,dodge,2019,clean vehicle,18271.0,white,texas, usa,2 days left
931,18000,dodge,2019,clean vehicle,9476.0,white,texas, usa,1 days left
932,25200,dodge,2012,clean vehicle,80899.0,gray,new jersey, usa,2 days left
933,14100,dodge,2018,clean vehicle,57394.0,black,texas, usa,2 days left
934,13300,dodge,2018,clean vehicle,42190.0,white,california, usa,8 days left
935,16200,dodge,2019,clean vehicle,22591.0,black,oklahoma, usa,21 hours left
936,13300,dodge,2018,clean vehicle,48681.0,gray,california, usa,8 days left
937,13100,dodge,2018,clean vehicle,42621.0,silver,california, usa,8 days left
938,15500,dodge,2017,clean vehicle,27761.0,silver,california, usa,8 days left
939,4500,dodge,2013,salvage insurance,107768.0,white,california, usa,18 hours left
940,28400,dodge,2019,clean vehicle,14355.0,gray,colorado, usa,3 days left
941,17400,dodge,2019,clean vehicle,9467.0,gray,colorado, usa,3 days left
942,6000,dodge,2014,clean vehicle,122837.0,silver,florida, usa,53 minutes
943,20700,dodge,2019,clean vehicle,18313.0,gray,virginia, usa,2 days left
944,20300,dodge,2019,clean vehicle,19506.0,black,virginia, usa,2 days left
945,14000,dodge,2018,clean vehicle,14750.0,black,oklahoma, usa,21 hours left
946,22000,dodge,2019,clean vehicle,11280.0,green,virginia, usa,2 days left
947,17200,dodge,2019,clean vehicle,13944.0,blue,virginia, usa,2 days left
948,15000,dodge,2016,clean vehicle,26922.0,blue,oklahoma, usa,21 hours left
949,17500,dodge,2019,clean vehicle,12690.0,gray,virginia, usa,2 days left
950,1300,dodge,2013,salvage insurance,239822.0,gray,michigan, usa,2 days left
951,1750,dodge,2014,salvage insurance,74975.0,red,nevada, usa,3 days left
952,16300,dodge,2019,clean vehicle,28289.0,red,florida, usa,21 hours left
953,15700,dodge,2019,clean vehicle,38041.0,red,florida, usa,21 hours left
954,10000,dodge,2017,clean vehicle,52386.0,silver,florida, usa,2 days left
955,23100,dodge,2019,clean vehicle,34391.0,white,florida, usa,21 hours left
